Player_Name,Position,Height(CM),Weight(KG),Appearance,Substitute(Appearance),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_Piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Team,Tournament,Rating
Kaio ,Defender,183,78,1,0,90,0,0,0,0,0,91.8,0,0,FC Krasnodar,Premier League,6.64
Nikita Krivtsov ,Defender,188,83,1,0,76,0,0,0,0,0,69.2,0,0,FC Krasnodar,Premier League,6.52
Junior Alonso ,Defender,184,80,1,0,90,0,0,0,0,0,87.1,1,0,FC Krasnodar,Premier League,6.5
Olakunle Olusegun ,Attaking Midfielder,162,75,0,1,14,0,0,0,0,0,100,1,0,FC Krasnodar,Premier League,6.14
Kevin Pina ,Defender,190,75,0,1,14,0,0,0,0,0,90.9,0,0,FC Krasnodar,Premier League,6.09
Mihajlo Banjac ,Defender,170,75,0,1,1,0,0,0,0,0,100,0,0,FC Krasnodar,Premier League,6
Mateo Cassierra ,Forward,184,77,1,0,90,2,0,0,0,3,90.5,0,1,Zenit St. Petersburg,Premier League,8.78
Zelimkhan Bakaev ,Attaking Midfielder,180,73,1,0,77,0,1,1,0,0,81.1,0,0,Zenit St. Petersburg,Premier League,7.98
Claudinho ,Attaking Midfielder,172,65,1,0,85,0,0,0,0,3,92.6,0,0,Zenit St. Petersburg,Premier League,7.82
Vyacheslav Karavaev ,Defender,175,70,1,0,90,0,1,0,0,1,85.9,2,0,Zenit St. Petersburg,Premier League,7.4
Douglas Santos ,Defender,175,70,1,0,90,0,0,0,0,1,91.4,2,0,Zenit St. Petersburg,Premier League,7.24
Wilmar Barrios ,Defender,178,72,1,0,90,0,0,0,0,0,80.3,2,0,Zenit St. Petersburg,Premier League,7.23
Robert Renan ,Defender,185,77,1,0,90,0,0,0,0,0,92.6,1,0,Zenit St. Petersburg,Premier League,7.19
Mikhail Kerzhakov ,Goalkeeper,191,82,1,0,90,0,0,0,0,0,90.3,0,0,Zenit St. Petersburg,Premier League,6.98
Dmitri Chistyakov ,Defender,185,75,1,0,90,0,0,0,0,0,94.6,1,0,Zenit St. Petersburg,Premier League,6.93
Gustavo Mantuan ,Midfielder,175,71,0,1,45,0,0,0,0,0,71.4,0,0,Zenit St. Petersburg,Premier League,6.34
Aleksandr Erokhin ,Midfielder,195,79,1,0,85,0,0,0,0,0,85.7,0,0,Zenit St. Petersburg,Premier League,6.22
Aleksey Sutormin ,Defender,187,78,0,1,13,0,0,0,0,1,90.9,0,0,Zenit St. Petersburg,Premier League,6.17
Du Queiroz ,Defender,171,73,0,1,5,0,0,0,0,1,80,0,0,Zenit St. Petersburg,Premier League,6.17
Aleksandr Kovalenko ,Defender,170,75,0,1,5,0,0,0,0,0,100,0,0,Zenit St. Petersburg,Premier League,6.14
Andrey Mostovoy ,Midfielder,180,77,1,0,46,0,0,0,0,1,82.4,1,0,Zenit St. Petersburg,Premier League,6.1
Arsen Adamov ,Defender,181,69,0,1,1,0,0,0,0,0,100,0,0,Zenit St. Petersburg,Premier League,6
Vanja Drkusic ,Defender,170,75,1,0,90,1,0,0,0,1,70.7,8,1,PFC Sochi,Premier League,8.59
Martin Kramaric ,Midfielder,170,75,1,0,66,1,0,0,0,3,44.4,2,0,PFC Sochi,Premier League,7.64
Vyacheslav Litvinov ,Defender,170,75,1,0,90,0,0,0,0,0,78,7,0,PFC Sochi,Premier League,7.58
Kirill Kravtsov ,Midfielder,187,87,1,0,90,0,0,0,0,2,90,4,0,PFC Sochi,Premier League,7.53
Ivan Miladinovic ,Defender,187,83,1,0,90,0,0,0,0,0,58.1,4,0,PFC Sochi,Premier League,7.46
Nikolay Zabolotny ,Goalkeeper,184,81,1,0,90,0,0,0,0,0,51.4,1,0,PFC Sochi,Premier League,7.25
Timofey Margasov ,Defender,181,74,1,0,80,0,0,0,0,0,76.5,3,0,PFC Sochi,Premier League,7.04
Miguel Silveira ,Attaking Midfielder,174,64,0,1,24,0,1,0,0,1,63.6,1,0,PFC Sochi,Premier League,7.02
Artem Makarchuk ,Midfielder,185,70,1,0,90,0,0,0,0,0,76,2,0,PFC Sochi,Premier League,6.76
Artur Yusupov ,Midfielder,180,73,1,0,89,0,0,1,0,0,79.2,1,0,PFC Sochi,Premier League,6.51
Luka Djordjevic ,Forward,185,70,1,0,66,0,1,0,0,2,81.3,0,0,PFC Sochi,Premier League,6.46
Kirill Zaika ,Midfielder,168,68,0,1,10,0,0,0,0,1,50,0,0,PFC Sochi,Premier League,6.32
Ivan Ignatjev ,Forward,180,72,0,1,24,0,0,0,0,1,70,0,0,PFC Sochi,Premier League,6.27
Nikita Burmistrov ,Midfielder,184,75,0,1,45,0,0,0,0,0,53.3,1,0,PFC Sochi,Premier League,6.18
Timofey Shipunov ,Midfielder,170,75,1,0,46,0,0,0,0,1,75,0,0,PFC Sochi,Premier League,6.13
Amir Batyrev ,Midfielder,170,75,0,1,1,0,0,0,0,0,0,0,0,PFC Sochi,Premier League,6.03
Daniil Khlusevich ,Defender,182,69,1,0,90,2,0,0,0,4,82.9,0,1,Spartak Moscow,Premier League,8.75
Quincy Promes ,Midfielder,174,71,1,0,90,0,1,0,0,4,82.5,0,0,Spartak Moscow,Premier League,7.73
Theo Bongonda ,Attaking Midfielder,177,73,0,1,32,0,1,0,0,2,75,1,0,Spartak Moscow,Premier League,7.68
Victor Moses ,Midfielder,177,79,1,0,72,1,0,0,0,2,90.3,0,0,Spartak Moscow,Premier League,7.12
Roman Zobnin ,Midfielder,184,74,1,0,72,0,0,0,0,3,77.4,3,0,Spartak Moscow,Premier League,6.98
Mikhail Ignatov ,Attaking Midfielder,184,74,0,1,18,0,1,0,0,0,70,0,0,Spartak Moscow,Premier League,6.97
Daniil Denisov ,Defender,170,75,1,0,90,0,0,0,0,0,86.2,1,0,Spartak Moscow,Premier League,6.62
Alexis Duarte ,Defender,186,76,1,0,90,0,0,0,0,1,79.1,3,0,Spartak Moscow,Premier League,6.48
Aleksandr Maksimenko ,Goalkeeper,187,81,1,0,90,0,0,0,0,0,64.5,2,0,Spartak Moscow,Premier League,6.43
Nail Umyarov ,Defender,182,75,0,1,18,0,0,0,0,0,100,0,0,Spartak Moscow,Premier League,6.37
Christopher Martins ,Defender,188,72,1,0,90,0,0,0,0,1,88.9,0,0,Spartak Moscow,Premier League,6.26
Ruslan Litvinov ,Defender,170,75,1,0,90,0,0,0,0,2,89.4,0,0,Spartak Moscow,Premier League,6.18
Anton Zinkovskiy ,Attaking Midfielder,175,65,1,0,58,0,0,0,0,2,80,0,0,Spartak Moscow,Premier League,6.13
Pavel Meleshin ,Forward,170,75,1,0,77,0,0,1,0,2,62.5,0,0,Spartak Moscow,Premier League,6.06
Keita Balde ,Attaking Midfielder,181,80,0,1,13,0,0,1,0,0,100,0,0,Spartak Moscow,Premier League,5.95
Benjamin Garre ,Attaking Midfielder,172,70,1,0,90,1,0,0,0,4,83.3,0,1,Krylya Sovetov Samara,Premier League,9.17
Glenn Bijl ,Defender,180,76,1,0,90,0,0,0,0,0,79.5,0,0,Krylya Sovetov Samara,Premier League,7.4
Aleksandr Soldatenkov ,Defender,170,75,1,0,90,0,0,0,0,0,60,1,0,Krylya Sovetov Samara,Premier League,7.28
Sergey Babkin ,Defender,170,75,0,1,13,1,0,0,0,1,66.7,0,0,Krylya Sovetov Samara,Premier League,7.12
Amar Rahmanovic ,Attaking Midfielder,191,82,0,1,66,0,0,0,0,1,65.4,2,0,Krylya Sovetov Samara,Premier League,6.62
Roman Ezhov ,Attaking Midfielder,170,75,1,0,89,0,1,1,0,1,78.3,0,0,Krylya Sovetov Samara,Premier League,6.53
Dmytro Ivanisenya ,Defender,170,75,1,0,46,0,0,0,0,0,66.7,2,0,Krylya Sovetov Samara,Premier League,6.42
Yuri Gorshkov ,Defender,170,75,1,0,90,0,0,0,0,1,68.2,1,0,Krylya Sovetov Samara,Premier League,6.35
Fernando Costanza ,Defender,182,73,1,0,77,0,0,1,0,0,78.6,0,0,Krylya Sovetov Samara,Premier League,6.3
Egor Karpitskiy ,Forward,170,75,1,0,46,0,0,0,0,1,100,0,0,Krylya Sovetov Samara,Premier League,6.28
Dmitri Tsypchenko ,Forward,170,75,1,0,24,0,0,0,0,0,0,0,0,Krylya Sovetov Samara,Premier League,6.2
Maksim Vityugov ,Defender,170,75,0,1,45,0,0,0,0,0,78.6,0,0,Krylya Sovetov Samara,Premier League,6.19
Nikolay Rasskazov ,Defender,180,73,0,1,45,0,1,0,0,1,83.3,0,0,Krylya Sovetov Samara,Premier League,6.19
Bogdan Ovsyannikov ,Goalkeeper,189,82,1,0,90,0,0,0,0,0,28.6,0,0,Krylya Sovetov Samara,Premier League,6.1
Mateo Barac ,Defender,190,90,0,1,1,0,0,0,0,0,100,0,0,Krylya Sovetov Samara,Premier League,5.95
Roman Evgenjev ,Defender,192,82,1,0,90,0,0,0,0,0,47.4,2,0,Krylya Sovetov Samara,Premier League,5.79
Aleksandr Yushin ,Attaking Midfielder,170,75,1,0,63,0,1,0,0,2,58.3,1,1,Ural,Premier League,7.54
Timur Ayupov ,Defender,184,75,1,0,89,1,0,0,0,4,56.5,3,0,Ural,Premier League,7.16
Danijel Miskic ,Midfielder,182,75,1,0,90,1,0,0,0,1,72.5,0,0,Ural,Premier League,7
Silvije Begic ,Defender,197,87,1,0,90,0,0,0,0,0,87,5,0,Ural,Premier League,6.84
Aleksey Kashtanov ,Forward,170,75,1,0,63,0,0,0,0,0,60,3,0,Ural,Premier League,6.64
Andrey Egorychev ,Defender,183,73,1,0,90,0,0,0,0,0,45,1,0,Ural,Premier League,6.62
Guilherme Schettine ,Forward,180,82,0,1,27,0,0,0,0,2,50,2,0,Ural,Premier League,6.51
Denys Kulakov ,Defender,182,76,1,0,46,0,0,1,0,1,58.8,0,0,Ural,Premier League,6.43
Ilya Pomazun ,Goalkeeper,189,84,1,0,90,0,0,1,0,0,51.5,0,0,Ural,Premier League,6.41
Artem Mamin ,Defender,187,75,1,0,90,0,0,0,0,0,69.2,0,0,Ural,Premier League,6.38
Egor Filipenko ,Defender,194,85,1,0,82,0,0,0,0,0,66.7,0,0,Ural,Premier League,6.38
Kiki ,Defender,181,76,0,1,45,0,0,0,0,0,50,0,0,Ural,Premier League,6.25
Igor Dmitriev ,Midfielder,170,75,0,1,27,0,0,0,0,0,100,0,0,Ural,Premier League,6.15
Emmerson ,Defender,195,87,0,1,8,0,0,0,0,0,40,1,0,Ural,Premier League,6.13
Ilya Ishkov ,Midfielder,175,75,0,1,1,0,0,0,0,0,50,1,0,Ural,Premier League,6.04
Mingiyan Beveev ,Defender,183,72,1,0,90,0,0,0,0,0,55.6,0,0,Ural,Premier League,6.01
Maksim Osipenko ,Defender,182,72,1,0,90,1,0,0,0,1,80,6,1,FC Rostov,Premier League,7.81
Nikolay Komlichenko ,Forward,190,83,1,0,90,0,1,0,0,2,76,6,0,FC Rostov,Premier League,7.76
Viktor Melekhin ,Defender,170,75,1,0,90,0,0,0,0,0,80.6,10,0,FC Rostov,Premier League,7.4
Roman Tugarev ,Attaking Midfielder,170,63,1,0,82,1,0,0,0,2,81.8,0,0,FC Rostov,Premier League,7.37
Sergey Pesjakov ,Goalkeeper,199,96,1,0,90,0,0,0,0,0,77.5,1,0,FC Rostov,Premier League,7.25
Daniil Utkin ,Midfielder,183,72,1,0,90,0,0,1,0,2,73.2,2,0,FC Rostov,Premier League,7.16
Danil Glebov ,Midfielder,178,68,1,0,90,0,0,0,0,2,78,1,0,FC Rostov,Premier League,6.97
Khoren Bayramyan ,Defender,169,57,1,0,90,0,0,1,0,1,85.7,1,0,FC Rostov,Premier League,6.6
Denis Terentjev ,Defender,180,70,1,0,90,0,0,0,0,0,85.7,0,0,FC Rostov,Premier League,6.51
Nikolay Poyarkov ,Defender,178,65,1,0,68,0,0,0,0,4,75,0,0,FC Rostov,Premier League,6.43
Egor Golenkov ,Forward,189,82,1,0,72,0,0,0,0,2,52.9,2,0,FC Rostov,Premier League,6.3
David Tosevski ,Forward,187,75,0,1,18,0,0,0,0,0,100,0,0,FC Rostov,Premier League,6.11
Ivan Komarov ,Midfielder,177,67,0,1,8,0,0,0,0,0,100,0,0,FC Rostov,Premier League,5.94
Danila Prokhin ,Defender,167,71,0,1,22,0,0,0,0,0,36.4,0,0,FC Rostov,Premier League,5.9
Mirlind Daku ,Forward,170,75,1,0,75,1,1,0,0,4,88.2,2,1,Rubin Kazan,Premier League,7.88
Joel Fameyeh ,Forward,180,73,1,0,88,1,0,0,0,6,75,0,0,Rubin Kazan,Premier League,7.84
Ilya Rozhkov ,Defender,180,66,1,0,66,0,1,0,0,0,65.6,1,0,Rubin Kazan,Premier League,7.74
Dmitri Kabutov ,Defender,173,67,1,0,90,0,0,0,0,2,64.7,0,0,Rubin Kazan,Premier League,7.52
Ugochukwu Iwu ,Midfielder,170,75,1,0,90,0,0,0,0,1,75,1,0,Rubin Kazan,Premier League,7.48
Igor Vujacic ,Defender,189,75,1,0,90,0,0,0,0,0,55.2,5,0,Rubin Kazan,Premier League,7.3
