Player_Name,Position,Height(CM),Weight(KG),Appearance,Substitute(Appearance),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_Piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Team,Tournament,Rating
Chris Fuhrich ,Midfielder,181,70,21,12,1892,5,2,2,0,1.3,82.3,0.1,1,VfB Stuttgart,Bundesliga,6.65
Clinton Mola ,Defender,184,80,0,1,14,0,0,1,0,0,50,1,0,VfB Stuttgart,Bundesliga,6.64
Silas Katompa Mvumpa ,Midfielder,189,82,23,7,2004,5,2,4,0,1.4,79.2,0.6,2,VfB Stuttgart,Bundesliga,6.62
Gil Dias ,Defender,183,75,6,1,403,1,0,0,0,1.4,69.7,1,0,VfB Stuttgart,Bundesliga,6.6
Atakan Karazor ,Defender,191,76,22,7,1961,0,1,10,0,0.2,85,1.7,1,VfB Stuttgart,Bundesliga,6.6
Waldemar Anton ,Defender,189,86,34,0,2940,1,2,4,0,0.7,80,1.6,0,VfB Stuttgart,Bundesliga,6.57
Dan-Axel Zagadou ,Defender,196,90,14,3,1273,0,0,3,0,0.8,85.6,3.1,0,VfB Stuttgart,Bundesliga,6.55
Tanguy Coulibaly ,Midfielder,178,75,0,14,318,4,0,3,0,0.9,71.7,0,0,VfB Stuttgart,Bundesliga,6.52
Tiago Tomas ,Attaking Midfielder,180,78,16,11,1295,3,3,2,0,1.3,63.1,0.3,1,VfB Stuttgart,Bundesliga,6.49
Naouirou Ahamada ,Midfielder,183,73,17,0,1409,2,2,2,1,0.9,85.7,0.4,0,VfB Stuttgart,Bundesliga,6.47
Genki Haraguchi ,Midfielder,178,72,9,2,753,0,2,1,0,0.5,83.1,0.5,0,VfB Stuttgart,Bundesliga,6.45
Josha Vagnoman ,Defender,190,90,16,7,1477,2,2,1,1,1.1,79.7,1,0,VfB Stuttgart,Bundesliga,6.44
Enzo Millot ,Attaking Midfielder,174,66,9,14,885,0,1,3,0,0.7,82.2,0.3,1,VfB Stuttgart,Bundesliga,6.42
Nikolas Nartey ,Defender,185,81,5,4,472,0,0,1,0,0.4,81.4,1,0,VfB Stuttgart,Bundesliga,6.37
Pascal Stenzel ,Defender,183,74,3,9,327,0,1,0,0,0.2,80.4,0.1,0,VfB Stuttgart,Bundesliga,6.36
Fabian Bredlow ,Goalkeeper,190,89,15,0,1350,0,0,2,0,0,83.5,0,0,VfB Stuttgart,Bundesliga,6.3
Darko Churlinov ,Midfielder,171,73,0,1,26,0,0,0,0,0,0,0,0,VfB Stuttgart,Bundesliga,6.27
Lilian Egloff ,Midfielder,182,81,2,8,235,0,0,1,0,0.8,61.2,0.3,0,VfB Stuttgart,Bundesliga,6.24
Florian Muller ,Goalkeeper,190,88,19,0,1710,0,0,0,0,0,78.7,0.2,0,VfB Stuttgart,Bundesliga,6.21
Luca Pfeiffer ,Forward,196,98,6,13,692,0,0,1,1,0.6,64.3,1.6,0,VfB Stuttgart,Bundesliga,6.17
Juan Jose Perea ,Forward,180,80,3,13,412,1,0,0,0,0.1,68.6,0.4,0,VfB Stuttgart,Bundesliga,6.12
Laurin Ulrich ,Midfielder,180,76,0,1,5,0,0,0,0,0,100,0,0,VfB Stuttgart,Bundesliga,6.07
Thomas Kastanaras ,Forward,186,80,1,3,71,0,0,0,0,0.5,81.3,0,0,VfB Stuttgart,Bundesliga,5.95
Alou Kuol ,Forward,181,72,0,1,5,0,0,0,0,0,100,0,0,VfB Stuttgart,Bundesliga,5.92
Ralf Fahrmann ,Goalkeeper,197,98,12,0,1026,0,0,0,0,0,65.5,0.2,0,Schalke 04,Bundesliga,6.94
Rodrigo Zalazar ,Midfielder,178,72,15,7,1326,1,6,4,0,1.7,68.6,1.1,3,Schalke 04,Bundesliga,6.9
Soichiro Kozuki ,Attaking Midfielder,180,74,5,0,383,1,0,1,0,2.8,68.1,0.6,0,Schalke 04,Bundesliga,6.82
Moritz Jenz ,Defender,190,73,11,0,946,0,0,5,0,0.9,76.7,3.1,0,Schalke 04,Bundesliga,6.73
Marcin Kaminski ,Defender,192,84,7,1,631,2,0,0,0,0.5,82.4,3.6,0,Schalke 04,Bundesliga,6.73
Marius Bulter ,Defender,188,85,30,3,2605,11,1,5,0,2.1,64.2,1.3,2,Schalke 04,Bundesliga,6.72
Tom Krauss ,Defender,182,72,31,1,2531,2,0,8,0,0.8,73.3,0.8,0,Schalke 04,Bundesliga,6.66
Malick Thiaw ,Defender,191,80,3,0,270,0,0,2,0,0.7,87.8,3.3,0,Schalke 04,Bundesliga,6.64
Maya Yoshida ,Defender,189,78,28,1,2554,0,0,4,0,0.4,76.7,2.9,0,Schalke 04,Bundesliga,6.63
Cedric Brunner ,Defender,180,75,28,0,2325,0,0,5,0,0.4,70.3,1.3,0,Schalke 04,Bundesliga,6.53
Simon Terodde ,Forward,192,83,21,11,1825,5,0,5,0,1.4,67.8,2.3,2,Schalke 04,Bundesliga,6.49
Tim Skarke ,Attaking Midfielder,181,79,6,3,444,1,1,0,0,1.2,70.1,0.4,0,Schalke 04,Bundesliga,6.47
Michael Frey ,Forward,189,86,10,5,875,0,3,2,0,1.8,57.5,2.9,0,Schalke 04,Bundesliga,6.43
Henning Matriciani ,Defender,187,70,22,0,1868,0,0,1,0,0.1,75.2,1.5,0,Schalke 04,Bundesliga,6.42
Jere Uronen ,Defender,177,69,9,2,681,0,0,2,0,0.4,73.6,1.5,0,Schalke 04,Bundesliga,6.42
Dominick Drexler ,Attaking Midfielder,183,71,16,11,1370,4,3,3,1,0.6,69.2,0.8,1,Schalke 04,Bundesliga,6.41
Tobias Mohr ,Defender,183,78,8,10,835,0,3,0,0,0.7,67.4,0.5,0,Schalke 04,Bundesliga,6.41
Eder Balanta ,Defender,181,84,3,3,239,0,0,3,0,0.2,72.4,0.7,0,Schalke 04,Bundesliga,6.41
Alex Kral ,Defender,185,72,26,3,2357,0,0,3,0,1.1,71.2,1.7,0,Schalke 04,Bundesliga,6.38
Florian Flick ,Defender,190,79,5,3,511,0,0,1,0,0.3,70.9,2,0,Schalke 04,Bundesliga,6.37
Alexander Schwolow ,Goalkeeper,190,84,22,1,2034,0,0,1,0,0,63.3,0.2,0,Schalke 04,Bundesliga,6.35
Sebastian Polter ,Attaking Midfielder,192,94,5,14,619,2,3,3,0,0.6,54.2,2.1,0,Schalke 04,Bundesliga,6.35
Sepp van den Berg ,Defender,189,74,8,1,696,1,0,2,0,0.6,83.5,1.6,0,Schalke 04,Bundesliga,6.34
Kenan Karaman ,Attaking Midfielder,189,83,10,11,971,1,2,2,0,1,68.1,1.5,0,Schalke 04,Bundesliga,6.33
Mehmet Aydin ,Midfielder,179,68,3,13,560,0,0,0,0,0.3,64.9,0.8,0,Schalke 04,Bundesliga,6.31
Thomas Ouwejan ,Defender,178,72,10,7,902,0,1,1,0,0.3,66,0.2,0,Schalke 04,Bundesliga,6.3
Keke Maximilian Topp ,Forward,192,81,0,1,19,0,0,0,0,1,75,1,0,Schalke 04,Bundesliga,6.22
Danny Latza ,Midfielder,179,73,8,12,845,0,1,2,0,0.8,81.7,0.7,0,Schalke 04,Bundesliga,6.16
Jordan Larsson ,Attaking Midfielder,175,69,5,6,464,0,0,0,0,0.9,75.2,0.5,0,Schalke 04,Bundesliga,6.13
Florent Mollet ,Attaking Midfielder,170,67,4,5,408,1,0,1,0,1.2,78,0.1,0,Schalke 04,Bundesliga,6.11
Timothee Kolodziejczak ,Defender,185,75,0,1,25,0,0,0,0,0,84.6,0,0,Schalke 04,Bundesliga,6.11
Leo Greiml ,Defender,186,77,3,4,356,0,0,2,0,0.1,82.3,1.4,0,Schalke 04,Bundesliga,6.11
Sidi Sane ,Forward,187,76,1,1,25,0,0,0,0,0,100,0,0,Schalke 04,Bundesliga,6.04
Kerim Calhanoglu ,Defender,180,80,0,3,60,0,0,0,0,0.3,69.2,0.3,0,Schalke 04,Bundesliga,6.01
Andreas Ivan ,Midfielder,177,67,0,1,45,0,0,0,0,1,90,0,0,Schalke 04,Bundesliga,5.91
Tjark Ernst ,Goalkeeper,193,87,1,0,90,0,0,0,0,0,69,0,0,Hertha Berlin,Bundesliga,7.7
Lucas Tousart ,Defender,185,83,33,0,2948,5,2,1,0,1.3,61.7,2.8,3,Hertha Berlin,Bundesliga,6.87
Marc Oliver Kempf ,Defender,186,87,31,0,2713,1,0,5,0,0.5,78,4.3,1,Hertha Berlin,Bundesliga,6.87
Dodi Lukebakio ,Attaking Midfielder,187,77,27,5,2407,11,3,8,0,2,73.9,0.5,3,Hertha Berlin,Bundesliga,6.85
Marco Richter ,Midfielder,176,74,21,8,1844,6,5,8,0,1.7,67.3,0.4,2,Hertha Berlin,Bundesliga,6.7
Suat Serdar ,Midfielder,184,75,24,8,2034,4,2,7,0,0.7,70.6,0.9,1,Hertha Berlin,Bundesliga,6.66
Maximilian Mittelstadt ,Defender,180,71,7,10,845,0,0,5,0,0.4,72.4,0.6,0,Hertha Berlin,Bundesliga,6.65
Stevan Jovetic ,Attaking Midfielder,183,79,8,9,887,4,2,0,0,1.6,64.6,0.8,0,Hertha Berlin,Bundesliga,6.6
Chidera Ejuke ,Attaking Midfielder,176,72,9,11,885,0,3,0,0,1.2,81.5,0.3,0,Hertha Berlin,Bundesliga,6.58
Jonjoe Kenny ,Defender,176,67,25,4,2243,0,1,3,0,0.2,74.9,0.9,0,Hertha Berlin,Bundesliga,6.55
Marvin Plattenhardt ,Defender,181,76,29,2,2408,0,2,3,0,0.3,74.7,0.6,1,Hertha Berlin,Bundesliga,6.45
Ibrahim Maza ,Forward,180,70,0,2,70,1,0,0,0,0.5,78.6,0,0,Hertha Berlin,Bundesliga,6.45
Florian Niederlechner ,Attaking Midfielder,187,86,11,5,787,1,0,2,0,1.3,66.9,1.1,0,Hertha Berlin,Bundesliga,6.42
Wilfried Kanga ,Forward,185,76,15,8,1421,2,0,3,0,1.1,62.8,2.3,0,Hertha Berlin,Bundesliga,6.42
Pascal Klemens ,Defender,186,80,1,0,90,0,0,0,0,0,84.8,1,0,Hertha Berlin,Bundesliga,6.42
Filip Uremovic ,Defender,184,81,21,1,1733,0,0,6,1,0.4,79.4,2.5,1,Hertha Berlin,Bundesliga,6.39
Oliver Christensen ,Goalkeeper,190,82,33,0,2970,0,0,2,0,0,58.8,0.2,1,Hertha Berlin,Bundesliga,6.39
Tolga Cigerci ,Midfielder,185,80,10,1,681,0,1,2,0,0.8,81.2,0.9,0,Hertha Berlin,Bundesliga,6.35
Jessic Ngankam ,Forward,184,84,8,10,825,4,0,5,0,1.1,62.7,0.8,0,Hertha Berlin,Bundesliga,6.33
Jean-Paul Boetius ,Attaking Midfielder,178,76,10,11,1046,0,0,3,0,0.2,73.2,0.2,0,Hertha Berlin,Bundesliga,6.32
Ivan Sunjic ,Defender,184,75,12,6,993,0,0,4,0,0.3,75,0.4,1,Hertha Berlin,Bundesliga,6.32
Davie Selke ,Forward,195,84,3,10,276,1,1,1,0,0.5,62.1,1.7,0,Hertha Berlin,Bundesliga,6.31
Marton Dardai ,Defender,188,77,11,6,948,1,0,2,0,0.1,59.5,1,0,Hertha Berlin,Bundesliga,6.3
Veit Stange ,Midfielder,170,75,0,1,7,0,0,0,0,0,0,0,0,Hertha Berlin,Bundesliga,6.27
Agustin Rogel ,Defender,190,84,14,6,1423,0,1,7,0,0.3,74.8,2.5,0,Hertha Berlin,Bundesliga,6.25
Peter Pekarik ,Defender,177,73,2,3,204,0,0,0,0,0,76.7,0.8,0,Hertha Berlin,Bundesliga,6.17
Derry Scherhant ,Forward,185,78,2,8,280,1,0,0,0,0.4,71.7,0.2,0,Hertha Berlin,Bundesliga,6.16
Kevin-Prince Boateng ,Midfielder,186,76,5,11,463,0,0,3,0,0.4,74.8,1.2,0,Hertha Berlin,Bundesliga,6.09
Myziane Maolida ,Attaking Midfielder,183,80,1,2,94,0,0,0,0,0,53.8,0,0,Hertha Berlin,Bundesliga,6.04
Vladimir Darida ,Midfielder,172,67,0,3,29,0,0,0,0,0,66.7,0,0,Hertha Berlin,Bundesliga,6.03
Julian Eitschberger ,Defender,180,72,0,1,1,0,0,0,0,0,100,0,0,Hertha Berlin,Bundesliga,6
Tony Rolke ,Forward,170,75,0,1,19,0,0,0,0,0,62.5,0,0,Hertha Berlin,Bundesliga,5.95
Lionel Messi ,Attaking Midfielder,170,72,32,0,2842,16,16,0,0,4,83.1,0,14,Paris Saint-Germain,Ligue 1,8.28
Kylian Mbappe ,Attaking Midfielder,178,75,32,2,2822,29,5,6,0,4.4,82.9,0.2,7,Paris Saint-Germain,Ligue 1,7.8
Neymar ,Attaking Midfielder,175,68,18,2,1553,13,11,4,1,1.9,82.7,0.1,3,Paris Saint-Germain,Ligue 1,7.71
Nuno Mendes ,Defender,176,70,18,5,1554,1,5,2,0,0.4,86.9,0.4,0,Paris Saint-Germain,Ligue 1,7.04
Achraf Hakimi ,Defender,181,73,23,5,2053,5,3,5,2,0.6,90.2,0.3,0,Paris Saint-Germain,Ligue 1,6.94
Marco Verratti ,Midfielder,165,60,27,2,2206,0,0,10,1,0.3,92.9,0.4,0,Paris Saint-Germain,Ligue 1,6.94
Fabian Ruiz ,Midfielder,189,70,21,6,1899,3,2,0,0,1,92.3,0.2,1,Paris Saint-Germain,Ligue 1,6.89
Gianluigi Donnarumma ,Goalkeeper,196,90,38,0,3410,0,0,3,0,0,84,0.3,3,Paris Saint-Germain,Ligue 1,6.88
Sergio Ramos ,Defender,184,82,31,2,2709,2,1,3,1,0.6,94.8,1.7,0,Paris Saint-Germain,Ligue 1,6.82
Danilo Pereira ,Defender,188,83,27,6,2411,2,0,3,0,0.7,94.6,1,0,Paris Saint-Germain,Ligue 1,6.76
Nordi Mukiele ,Defender,187,84,12,7,1133,0,3,0,0,0.6,88.4,1.1,1,Paris Saint-Germain,Ligue 1,6.76
Vitinha ,Midfielder,172,64,29,7,2461,2,3,3,0,0.9,92.4,0.1,0,Paris Saint-Germain,Ligue 1,6.74
Marquinhos ,Defender,183,75,30,3,2718,2,0,4,0,0.5,95.4,1.1,0,Paris Saint-Germain,Ligue 1,6.72
Presnel Kimpembe ,Defender,182,79,9,2,731,0,0,3,0,0.4,94,1.2,0,Paris Saint-Germain,Ligue 1,6.61
Juan Bernat ,Defender,177,67,18,10,1648,1,4,1,0,0.3,93.3,0.2,0,Paris Saint-Germain,Ligue 1,6.61
Hugo Ekitike ,Forward,189,75,12,13,1155,3,4,0,0,1.4,82.6,0.3,0,Paris Saint-Germain,Ligue 1,6.59
Leandro Paredes ,Defender,182,75,0,3,49,0,1,0,0,0,97.1,0,0,Paris Saint-Germain,Ligue 1,6.55
Carlos Soler ,Midfielder,180,76,14,12,1188,3,2,0,0,0.4,87.4,0,1,Paris Saint-Germain,Ligue 1,6.46
Renato Sanches ,Midfielder,176,70,6,17,705,2,0,1,0,0.6,91.6,0.2,0,Paris Saint-Germain,Ligue 1,6.43
Timothee Pembele ,Defender,183,80,4,1,265,0,1,0,0,0.6,80.6,0.6,0,Paris Saint-Germain,Ligue 1,6.33
Warren Zaire-Emery ,Midfielder,178,75,8,18,919,2,0,1,0,0.3,92,0.1,0,Paris Saint-Germain,Ligue 1,6.31
Pablo Sarabia ,Defender,174,70,3,11,364,0,0,1,0,0.4,82.8,0,0,Paris Saint-Germain,Ligue 1,6.25
Ismael Gharbi ,Midfielder,170,75,0,6,53,0,0,1,0,0.5,88.9,0,0,Paris Saint-Germain,Ligue 1,6.2
El Chadaille Bitshiabu ,Defender,196,75,6,7,580,0,0,2,0,0,92.7,0.5,0,Paris Saint-Germain,Ligue 1,6.11
Ilyes Housni ,Forward,170,75,0,1,10,0,0,0,0,0,100,0,0,Paris Saint-Germain,Ligue 1,6.07
Alexandre Letellier ,Goalkeeper,193,93,0,1,10,0,0,0,0,0,100,0,0,Paris Saint-Germain,Ligue 1,6.01
Florian Sotoca ,Midfielder,187,77,34,4,3064,7,9,4,0,2.3,80.1,1.5,4,Lens,Ligue 1,7.13
Seko Fofana ,Midfielder,183,74,34,1,3079,7,5,2,0,2.4,89.3,0.6,4,Lens,Ligue 1,7.1
Przemyslaw Frankowski ,Defender,175,70,31,6,2838,5,3,4,0,0.8,82.1,0.3,3,Lens,Ligue 1,7.03
Lois Openda ,Forward,177,75,29,9,2529,21,4,2,0,2.7,71.2,0.3,6,Lens,Ligue 1,6.99
Jonathan Gradit ,Defender,180,75,33,0,2830,1,3,7,0,0.2,90.2,1.5,0,Lens,Ligue 1,6.95
Kevin Danso ,Defender,190,89,37,0,3234,1,2,7,1,0.6,90.1,2.3,2,Lens,Ligue 1,6.94
Adrien Thomasson ,Midfielder,177,72,16,4,1288,5,5,1,0,1.1,80.3,0.6,0,Lens,Ligue 1,6.92
Angelo Fulgini ,Attaking Midfielder,183,71,12,5,866,1,1,0,0,0.7,83.1,0.2,2,Lens,Ligue 1,6.81
Facundo Medina ,Defender,177,78,32,0,2784,2,4,7,0,0.6,90.8,1.2,1,Lens,Ligue 1,6.8
Salis Abdul Samed ,Defender,179,69,33,0,2897,1,1,6,1,0.4,92.6,0.4,0,Lens,Ligue 1,6.79
Brice Samba ,Goalkeeper,186,79,37,0,3330,0,0,3,0,0,73,0.2,1,Lens,Ligue 1,6.77
Jimmy Cabot ,Midfielder,164,64,5,6,508,0,1,2,0,0.5,83.4,0.3,2,Lens,Ligue 1,6.75
Deiver Machado ,Midfielder,172,70,26,7,2206,4,3,5,1,0.5,85.7,0.5,2,Lens,Ligue 1,6.72
Alexis Claude-Maurice ,Attaking Midfielder,174,62,5,15,597,5,3,0,0,0.7,86.2,0.2,1,Lens,Ligue 1,6.56
Jean-Louis Leca ,Goalkeeper,180,75,1,0,90,0,0,0,0,0,79.4,1,0,Lens,Ligue 1,6.54
David Pereira da Costa ,Attaking Midfielder,168,63,16,15,1410,1,3,2,0,0.8,86,0.1,0,Lens,Ligue 1,6.53
Jean Onana ,Defender,189,75,9,12,807,0,0,3,0,0.4,87,0.4,0,Lens,Ligue 1,6.5
Massadio Haidara ,Defender,179,76,17,19,1657,0,1,5,0,0.4,87.1,1.1,0,Lens,Ligue 1,6.47
Wesley Said ,Attaking Midfielder,171,75,6,15,638,5,0,2,0,1.3,81.7,0.2,0,Lens,Ligue 1,6.45
Julien Le Cardinal ,Defender,182,73,2,6,162,0,0,0,0,0.6,78.3,1.1,0,Lens,Ligue 1,6.3
Steven Fortes ,Defender,192,85,0,1,6,0,0,0,0,0,33.3,1,0,Lens,Ligue 1,6.28
Ismael Boura ,Midfielder,173,68,0,9,85,0,0,0,0,0.2,80.4,0.1,0,Lens,Ligue 1,6.25
Lukasz Poreba ,Midfielder,180,70,3,7,260,0,1,1,0,0.3,83.2,0.3,0,Lens,Ligue 1,6.22
Gael Kakuta ,Midfielder,173,72,0,2,20,0,0,0,0,0.5,80,0.5,0,Lens,Ligue 1,6.18
Remy Labeau Lascary ,Forward,170,75,0,10,112,0,0,0,0,0.3,88.5,0.3,0,Lens,Ligue 1,6.11
Christopher Wooh ,Defender,191,85,0,1,3,0,0,0,0,0,100,0,0,Lens,Ligue 1,6.02
Ignatius Ganago ,Attaking Midfielder,179,73,0,4,58,0,0,0,0,0.3,90.9,0.5,0,Lens,Ligue 1,5.98
Adam Buksa ,Forward,191,78,0,8,94,0,0,0,0,0,65.2,0.1,0,Lens,Ligue 1,5.98
Patrick Berg ,Defender,178,75,0,3,22,0,0,0,0,0,85,0,0,Lens,Ligue 1,5.97
Alexis Sanchez ,Midfielder,169,62,32,3,2699,14,3,3,0,1.9,75.8,1,6,Marseille,Ligue 1,7.04
Valentin Rongier ,Defender,172,67,34,2,3034,1,2,8,0,0.6,88.5,1.2,1,Marseille,Ligue 1,7
Jonathan Clauss ,Defender,178,69,32,2,2604,2,9,1,0,1.4,75.8,0.3,2,Marseille,Ligue 1,6.95
Cengiz Under ,Midfielder,173,66,28,9,2497,5,4,3,0,1.9,77.1,0.3,4,Marseille,Ligue 1,6.87
Nuno Tavares ,Defender,183,75,23,8,2349,6,0,6,1,2.1,79.1,0.7,1,Marseille,Ligue 1,6.86
Jordan Veretout ,Midfielder,177,67,31,7,2864,4,3,4,0,0.8,87.9,0.5,1,Marseille,Ligue 1,6.85
Samuel Gigot ,Defender,187,83,24,2,1889,2,2,3,2,0.5,87.3,2.2,2,Marseille,Ligue 1,6.83
Chancel Mbemba ,Defender,182,81,32,4,2850,5,0,2,0,0.8,84.4,2,1,Marseille,Ligue 1,6.82
Pau Lopez ,Goalkeeper,189,77,32,1,2925,0,2,3,0,0,76,0.3,1,Marseille,Ligue 1,6.81
Luis Suarez ,Attaking Midfielder,185,74,2,5,291,3,1,1,0,2.3,67.9,0.9,0,Marseille,Ligue 1,6.81
Sead Kolasinac ,Defender,183,85,26,7,2219,4,1,3,0,0.7,86.3,1.2,2,Marseille,Ligue 1,6.74
Leonardo Balerdi ,Defender,187,85,30,5,2643,0,1,9,1,0.3,84.1,2,0,Marseille,Ligue 1,6.73
Dimitri Payet ,Midfielder,175,77,9,15,828,4,3,0,0,1.2,80.3,0.2,2,Marseille,Ligue 1,6.67
Ruslan Malinovskyi ,Midfielder,181,79,13,7,1232,1,1,4,0,1.8,79.8,0.8,0,Marseille,Ligue 1,6.65
Matteo Guendouzi ,Midfielder,185,68,25,8,2113,2,4,3,0,0.8,87.9,0.7,0,Marseille,Ligue 1,6.63
Issa Kabore ,Defender,180,75,9,13,1022,1,0,1,0,0.4,81.6,0.1,0,Marseille,Ligue 1,6.57
Amine Harit ,Attaking Midfielder,180,67,6,4,515,0,0,2,0,0.6,84.4,0.1,0,Marseille,Ligue 1,6.54
Pape Gueye ,Defender,189,79,4,10,486,1,1,1,0,0.6,84.8,0.8,0,Marseille,Ligue 1,6.51
Arkadiusz Milik ,Attaking Midfielder,186,80,2,0,131,0,0,1,0,0.5,75.7,1,0,Marseille,Ligue 1,6.49
Gerson ,Midfielder,188,72,6,4,420,2,0,1,0,0.9,82.4,0.8,0,Marseille,Ligue 1,6.48
Ruben Blanco ,Goalkeeper,188,70,6,0,496,0,0,0,0,0,77.1,0.2,0,Marseille,Ligue 1,6.43
Cedric Bakambu ,Attaking Midfielder,182,73,0,3,56,0,1,0,0,0,81.8,1.3,0,Marseille,Ligue 1,6.41
Bamba Dieng ,Attaking Midfielder,178,72,1,9,188,1,0,1,0,1.1,61.9,0.9,1,Marseille,Ligue 1,6.37
Vitinha ,Forward,178,74,5,9,460,2,0,0,0,1.8,72.6,0.4,0,Marseille,Ligue 1,6.37
Eric Bailly ,Defender,187,77,5,12,539,0,0,1,0,0.2,84.4,0.9,0,Marseille,Ligue 1,6.37
Azzedine Ounahi ,Attaking Midfielder,182,62,1,6,117,1,0,0,0,0.4,92.6,0,0,Marseille,Ligue 1,6.32
Duje Caleta-Car ,Defender,192,89,0,1,7,0,0,0,0,0,100,1,0,Marseille,Ligue 1,6.14
Isaak Toure ,Defender,206,98,0,5,66,0,0,1,0,0,84.2,0.2,0,Marseille,Ligue 1,6.02
Salim Ben Seghir ,Forward,174,57,0,1,4,0,0,0,0,0,100,0,0,Marseille,Ligue 1,5.92
Francois Mughe ,Forward,170,75,0,1,10,0,0,0,0,0,0,0,0,Marseille,Ligue 1,5.88
Martin Terrier ,Attaking Midfielder,184,71,16,0,1330,9,4,0,0,2.9,75.3,3.9,7,Rennes,Ligue 1,7.71
Benjamin Bourigeaud ,Midfielder,178,70,37,0,3084,7,10,4,1,2,80.8,0.3,4,Rennes,Ligue 1,7.15
Amine Gouiri ,Attaking Midfielder,180,72,29,4,2532,15,3,3,0,2.2,79.8,0.9,1,Rennes,Ligue 1,7.12
Jeremy Doku ,Attaking Midfielder,173,66,13,16,1287,6,2,0,0,0.9,86.4,0.1,4,Rennes,Ligue 1,7.08
Gaetan Laborde ,Attaking Midfielder,181,78,3,1,251,2,0,0,0,2.8,69,1.5,0,Rennes,Ligue 1,6.86
Baptiste Santamaria ,Defender,183,81,20,5,1815,2,0,2,0,0.8,85.5,2.4,1,Rennes,Ligue 1,6.84
Adrien Truffert ,Defender,176,70,24,4,1962,0,6,2,0,0.4,80.8,1.2,1,Rennes,Ligue 1,6.83
Hamari Traore ,Defender,175,73,28,3,2531,1,4,5,0,1,87,1.1,0,Rennes,Ligue 1,6.82
Djed Spence ,Defender,185,75,7,1,575,0,0,0,0,0.4,88.8,0.5,0,Rennes,Ligue 1,6.82
Lovro Majer ,Attaking Midfielder,178,76,18,14,1670,2,5,3,0,1.1,82.1,0.2,1,Rennes,Ligue 1,6.72
Warmed Omari ,Defender,188,74,15,1,1363,0,0,2,1,0.2,92.9,2.3,0,Rennes,Ligue 1,6.72
Desire Doue ,Attaking Midfielder,181,75,11,15,1116,3,1,5,0,0.8,81.2,0.4,1,Rennes,Ligue 1,6.71
Arthur Theate ,Defender,185,81,35,0,3129,4,0,5,0,0.9,89.6,2,1,Rennes,Ligue 1,6.71
Steve Mandanda ,Goalkeeper,187,88,34,0,3016,0,1,1,0,0,71.9,0.2,2,Rennes,Ligue 1,6.7
Karl Toko Ekambi ,Attaking Midfielder,183,74,11,6,973,3,2,0,0,1.3,73.5,1.1,0,Rennes,Ligue 1,6.68
Jeanuel Belocian ,Defender,180,75,6,2,508,0,0,1,0,0.1,89.6,0.9,0,Rennes,Ligue 1,6.66
Joe Rodon ,Defender,193,88,16,0,1418,1,0,2,1,0.4,90.1,2.8,1,Rennes,Ligue 1,6.65
Flavien Tait ,Midfielder,175,70,19,11,1685,2,2,2,0,0.8,86.5,0.2,1,Rennes,Ligue 1,6.62
Arnaud Kalimuendo ,Forward,175,63,24,6,1862,7,3,0,0,1.4,84.4,0.4,1,Rennes,Ligue 1,6.62
Christopher Wooh ,Defender,191,85,12,1,1007,0,0,4,0,0.4,92.4,1.7,0,Rennes,Ligue 1,6.62
Loic Bade ,Defender,191,89,1,0,90,0,1,1,0,2,88.1,2,0,Rennes,Ligue 1,6.57
Lesley Ugochukwu ,Defender,188,75,14,12,1330,0,1,3,1,0.2,87.6,0.6,0,Rennes,Ligue 1,6.48
Xeka ,Midfielder,185,83,6,2,551,0,0,1,0,0.6,90,1,0,Rennes,Ligue 1,6.47
Kamaldeen Sulemana ,Attaking Midfielder,175,70,2,12,317,1,0,1,0,0.9,85.7,0.3,0,Rennes,Ligue 1,6.47
Birger Meling ,Defender,173,64,10,17,1200,0,1,3,1,0,86.2,0.5,0,Rennes,Ligue 1,6.37
Ibrahim Salah ,Forward,185,75,1,12,218,0,0,0,0,0.5,80.4,0.2,0,Rennes,Ligue 1,6.29
Matthis Abline ,Forward,176,75,0,11,97,1,0,0,0,0.5,53.8,0.1,0,Rennes,Ligue 1,6.22
Serhou Guirassy ,Attaking Midfielder,187,82,0,1,22,0,0,0,0,2,100,0,0,Rennes,Ligue 1,6.2
Lorenz Assignon ,Defender,179,67,2,10,254,0,1,3,0,0.3,83.6,0.7,0,Rennes,Ligue 1,6.2
Dogan Alemdar ,Goalkeeper,189,75,4,2,406,0,0,1,0,0,62.3,0.3,0,Rennes,Ligue 1,6.11
Guela Doue ,Defender,186,75,0,2,10,0,0,0,0,0.5,90,0.5,0,Rennes,Ligue 1,6.07
Alan Do Marcolino ,Forward,170,75,0,3,16,0,0,0,0,0,100,0,0,Rennes,Ligue 1,6.03
Romain Salin ,Goalkeeper,186,76,1,0,1,0,0,0,1,0,0,0,0,Rennes,Ligue 1,6
Remy Cabella ,Midfielder,171,68,28,4,2535,7,10,3,0,1.3,84.3,0.3,5,Lille,Ligue 1,7.38
Jonathan David ,Attaking Midfielder,175,70,36,1,3179,24,4,6,0,2.9,82.7,0.4,5,Lille,Ligue 1,7.18
Benjamin Andre ,Defender,180,76,33,1,2919,1,1,12,0,0.7,84.3,2.7,3,Lille,Ligue 1,7.16
